"","Year","Symbol","PE_Ratio","Sector","Industry","Capital_structure","Efficiency","Profitability_related","F.Score","Holding_Return","Modified_PE_Ratio"
"926","Y2010","ACXM",29.3744330782313,"Technology","EDP Services",2,1,4,7,0.27699181,29.3744330782313
"927","Y2010","ADBE",21.232588292301,"Technology","Computer Software: Prepackaged Software",2,1,4,7,-0.16313209,21.232588292301
"928","Y2010","ADI",10.6786711458546,"Technology","Semiconductors",1,2,4,7,0.192843509,10.6786711458546
"929","Y2010","ADP",12.7606491021825,"Technology","EDP Services",3,0,3,6,0.0808034095,12.7606491021825
"930","Y2010","ADSK",0,"Technology","Computer Software: Prepackaged Software",2,0,3,5,0.50334518,121.616190555556
"931","Y2010","ADTN",15.2423536053453,"Public Utilities","Telecommunications Equipment",3,0,3,6,0.60576499,15.2423536053453
"932","Y2010","AEGN",25.2053287698413,"Basic Industries","Water Supply",0,2,4,6,0.16681343,25.2053287698413
"933","Y2010","AEIS",8.67636954365079,"Capital Goods","Industrial Machinery/Components",1,2,3,6,-0.09549072,8.67636954365079
"934","Y2010","AEMD",0,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",3,2,4,9,-0.3,-3.68452380952381
"935","Y2010","AETI",24.3161375661376,"Energy","Industrial Machinery/Components",3,0,3,6,-0.013274336,24.3161375661376
"936","Y2010","AEY",6.72948122338366,"Consumer Services","Office Equipment/Supplies/Services",2,1,0,3,0.59390863,6.72948122338366
"937","Y2010","AEZS",0,"Health Care","Major Pharmaceuticals",2,2,2,6,1.1234568,-2.78682170542636
"938","Y2010","AFAM",9.35000925463426,"Health Care","Medical/Nursing Services",2,0,3,5,-0.02807997,9.35000925463426
"939","Y2010","AGEN",0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,1,2,5,0.578125,-3.05596255765839
"940","Y2010","AGNC",0.864804255045184,"Consumer Services","Real Estate Investment Trusts",2,2,3,7,0.0828937,0.864804255045184
"941","Y2010","AGYS",51.5579365079365,"Technology","EDP Services",3,1,4,8,-0.381997805,51.5579365079365
"942","Y2010","AHGP",5.43583010886728,"Energy","Coal Mining",2,2,4,8,0.75592853,5.43583010886728
"943","Y2010","AHPI",0,"Health Care","Industrial Specialties",2,2,2,6,-0.19776119,-57.3696145124716
"944","Y2010","AIMC",0,"Capital Goods","Industrial Machinery/Components",1,1,2,4,0.60809725,-83.3249215608466
"945","Y2010","AKAM",25.4795990944241,"Miscellaneous","Business Services",1,0,3,4,0.85674818,25.4795990944241
"946","Y2010","ALBO",0,"Health Care","Major Pharmaceuticals",2,2,2,6,-0.57834104,-2.55703820511004
"947","Y2010","ALCO",0,"Consumer Non-Durables","Farming/Seeds/Milling",3,1,3,7,-0.16233307,-291.882696974206
"948","Y2010","ALGN",0,"Health Care","Industrial Specialties",2,1,2,5,0.09652082,-26.4707231569665
"949","Y2010","ALGT",9.54612009772881,"Transportation","Air Freight/Delivery Services",3,2,4,9,0.043883911,9.54612009772881
"950","Y2010","ALIM",NA,"Health Care","Major Pharmaceuticals",1,2,2,5,-0.05636364,NA
"951","Y2010","ALJJ",2.66666666666667,"Miscellaneous","Business Services",1,2,2,5,0.03448276,2.66666666666667
"952","Y2010","ALKS",0,"Health Care","Major Pharmaceuticals",2,0,1,3,0.30499469,-29.6327475434618
"953","Y2010","ALLT",0,"Technology","Computer Communications Equipment",2,1,3,6,1.95431472,-8.35260770975057
"954","Y2010","ALOG",34.3015777197058,"Capital Goods","Electrical Products",2,2,4,8,0.285640108,34.3015777197058
"955","Y2010","ALOT",15.663006871345,"Technology","Computer peripheral equipment",3,0,3,6,0.05093834,15.663006871345
"956","Y2010","ALQA",0,"Health Care","Medical/Dental Instruments",2,1,1,4,0.06666667,-21.0315195332319
"957","Y2010","ALSK",7.24620051691729,"Public Utilities","Telecommunications Equipment",1,0,0,1,0.39097744,7.24620051691729
"958","Y2010","AMAG",0,"Health Care","Major Pharmaceuticals",2,2,1,5,-0.52405994,-7.64802459299959
"959","Y2010","AMAT",15.3193913038549,"Technology","Semiconductors",0,2,4,6,0.007890961,15.3193913038549
"960","Y2010","AMCN",0,"Technology","Advertising",2,0,2,4,-0.08255659,-11.2898242630385
"961","Y2010","AMED",7.82613528337716,"Health Care","Medical/Nursing Services",2,0,3,5,-0.31069956,7.82613528337716
"962","Y2010","AMGN",10.0380101559134,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2,0,3,5,-0.02952091,10.0380101559134
"963","Y2010","AMOT",0,"Capital Goods","Electrical Products",2,0,2,4,1.752,-1.18928015151515
"964","Y2010","AMRS",NA,"Basic Industries","Major Chemicals",2,1,1,4,0.6169697,NA
"965","Y2010","AMSC",86.974757627866,"Consumer Durables","Metal Fabrications",1,2,4,7,-0.300978,86.974757627866
"966","Y2010","AMSWA",18.4494858225108,"Technology","Computer Software: Prepackaged Software",2,1,2,5,0.12833333,18.4494858225108
"967","Y2010","AMWD",0,"Basic Industries","Forest Products",1,0,2,3,0.24695127,-12.2671993796464
"968","Y2010","AMZN",54.9962042427379,"Consumer Services","Catalog/Specialty Distribution",2,0,3,5,0.33809095,54.9962042427379
"969","Y2010","ANDE",10.1862989865251,"Consumer Services","Farming/Seeds/Milling",3,1,4,8,0.40782346,10.1862989865251
"970","Y2010","ANGO",30.7122223015873,"Health Care","Medical/Dental Instruments",2,0,0,2,-0.04236754,30.7122223015873
"971","Y2010","ANIP",0,"Health Care","Major Pharmaceuticals",3,1,1,5,0.13103448,-1.25476190822625
"972","Y2010","ANSS",25.3468941132358,"Technology","Computer Software: Prepackaged Software",2,1,3,6,0.1981132351,25.3468941132358
"973","Y2010","ANTH",NA,"Health Care","Major Pharmaceuticals",2,2,0,4,-0.3028571,NA
"974","Y2010","AOBC",7.58086253369272,"Capital Goods","Ordnance And Accessories",1,2,3,6,-0.08557457,7.58086253369272
"975","Y2010","AOSL",7.16723282597335,"Technology","Semiconductors",2,2,3,7,-0.29155167,7.16723282597335
"976","Y2010","APEI",28.5279027777778,"Consumer Services","Other Consumer Services",3,1,3,7,0.08381842,28.5279027777778
"977","Y2010","APEN",2.44372294382812,"Health Care","Medical/Dental Instruments",3,2,2,7,0.11249998,2.44372294382812
"978","Y2010","APLP",10.5188308473389,"Public Utilities","Natural Gas Distribution",0,1,3,4,0.208820981,10.5188308473389
"979","Y2010","APOG",9.57643917529331,"Capital Goods","Auto Parts:O.E.M.",3,1,3,7,-0.03785714,9.57643917529331
"980","Y2010","APPS",0,"Miscellaneous","Multi-Sector Companies",1,1,2,4,-0.42,-0.32736240913811
"981","Y2010","APRI",0,"Health Care","Major Pharmaceuticals",2,0,1,3,-0.9468199,-0.0542072261685521
"982","Y2010","APWC",2.35450270711024,"Basic Industries","Telecommunications Equipment",3,1,4,8,1.489795918,2.35450270711024
"983","Y2010","ARAY",0,"Health Care","Medical/Dental Instruments",2,1,2,5,0.20320856,129.105555555556
"984","Y2010","ARCI",0,"Consumer Services","Home Furnishings",2,1,2,5,0.47826087,-2.87818003913894
"985","Y2010","AREX",0,"Energy","Oil & Gas Production",2,0,2,4,1.99222798,-29.6677777777778
"986","Y2010","ARII",10.6155963198521,"Capital Goods","Railroads",2,1,3,6,1.00816688,10.6155963198521
"987","Y2010","ARKR",12.6410879611755,"Consumer Services","Restaurants",3,1,3,7,-0.01038062,12.6410879611755
"988","Y2010","ARLP",4.99499579766363,"Energy","Coal Mining",1,2,4,7,0.51625559,4.99499579766363
"989","Y2010","ARLZ",0,"Health Care","Major Pharmaceuticals",3,1,0,4,0.112040134,-23.9392404589372
"990","Y2010","ARQL",0,"Health Care","Major Pharmaceuticals",3,2,1,6,0.59078591,-5.46868950832365
"991","Y2010","ARRS",14.6833780460541,"Technology","Radio And Television Broadcasting And Communications Equipment",2,2,4,8,-0.0183727,14.6833780460541
"992","Y2010","ARRY",0,"Health Care","Major Pharmaceuticals",1,2,3,6,0.06405694,-1.97611367127496
"993","Y2010","ARTNA",11.9516237972509,"Public Utilities","Water Supply",0,2,4,6,0.034953688,11.9516237972509
"994","Y2010","ARTW",23.5358004426129,"Capital Goods","Industrial Machinery/Components",1,2,4,7,1.76415094,23.5358004426129
"995","Y2010","ASCMA",0,"Consumer Services","Other Consumer Services",3,1,2,6,0.5182137,-6.80152396572104
"996","Y2010","ASML",12.180307664406,"Technology","Industrial Machinery/Components",1,2,3,6,0.124669991,12.180307664406
"997","Y2010","ASNA",14.625530638612,"Consumer Services","Clothing/Shoe/Accessory Stores",2,2,4,8,0.1442183,14.625530638612
"998","Y2010","ASTE",0,"Capital Goods","Construction/Ag Equipment/Trucks",3,0,3,6,0.203043756,175.162742063492
"999","Y2010","ASUR",0,"Technology","EDP Services",2,1,2,5,0.010344845,-0.693862951460778
"1000","Y2010","ASYS",12.6003892017705,"Technology","Industrial Machinery/Components",2,2,4,8,1.27190605,12.6003892017705
"1001","Y2010","ATAI",0,"Consumer Services","Other Consumer Services",2,1,1,4,-0.18344519,-0.252717302610548
"1002","Y2010","ATEC",0,"Health Care","Medical/Dental Instruments",2,1,2,5,-0.49438201,-12.3643445228297
"1003","Y2010","ATHN",94.6526673390653,"Miscellaneous","Business Services",3,2,4,9,-0.0941645,94.6526673390653
"1004","Y2010","ATNI",13.0539086395047,"Public Utilities","Telecommunications Equipment",2,0,3,5,-0.30172888,13.0539086395047
"1005","Y2010","ATRC",0,"Health Care","Medical/Dental Instruments",1,2,2,5,0.70033113,-2.87150582947043
"1006","Y2010","ATRI",11.4043732608035,"Health Care","Medical/Dental Instruments",3,2,4,9,0.15245316,11.4043732608035
"1007","Y2010","ATVI",0,"Technology","Computer Software: Prepackaged Software",1,2,4,7,0.119711971,113.295187962963
"1008","Y2010","AUDC",0,"Public Utilities","Telecommunications Equipment",3,0,3,6,1.32806324,-26.1848072562358
"1009","Y2010","AVAV",26.5195035123269,"Capital Goods","Aerospace",2,1,3,6,-0.07737276,26.5195035123269
"1010","Y2010","AVDL",0,"Health Care","Major Pharmaceuticals",2,1,3,6,-0.07567568,-14.8770685579196
"1011","Y2010","AVGO",11.3342642058796,"Technology","Semiconductors",2,2,4,8,0.553307734,11.3342642058796
"1012","Y2010","AVHI",0,"Capital Goods","Homebuilding",2,1,3,6,0.16519694,-6.0496223166437
"1013","Y2010","AVID",0,"Technology","Computer Software: Prepackaged Software",2,1,3,6,0.36833848,-6.65049006852285
"1014","Y2010","AVNW",0,"Technology","Radio And Television Broadcasting And Communications Equipment",3,2,3,8,-0.26628073,-2.32349422685487
"1015","Y2010","AWRE",21.2943583333333,"Technology","Computer Software: Prepackaged Software",2,1,2,5,0.01428571,21.2943583333333
"1016","Y2010","AXAS",0,"Energy","Oil & Gas Production",0,0,3,3,1.38020833,-3.80753968253968
"1017","Y2010","AYTU",0,"Health Care","Major Pharmaceuticals",3,2,4,9,-0.68,-10.8219990103134
"1018","Y2010","AZPN",0,"Technology","EDP Services",2,0,2,4,0.29591837,-9.19622679580307
"1019","Y2010","BABY",29.0312499900794,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",0,1,3,4,-0.04124408,29.0312499900794
"1020","Y2010","BBBY",17.7999109092478,"Consumer Services","Home Furnishings",2,1,4,7,0.27298629,17.7999109092478
"1021","Y2010","BBGI",11.3989559070295,"Consumer Services","Broadcasting",2,1,4,7,0.6778711,11.3989559070295
"1022","Y2010","BBOX",13.7866984509709,"Technology","Computer Communications Equipment",3,0,3,6,0.3510939,13.7866984509709
"1023","Y2010","BBRG",NA,"Consumer Services","Restaurants",0,1,1,2,0.322069,NA
"1024","Y2010","BBSI",0,"Technology","Professional Services",2,1,2,5,0.265256306,-23.0932557748538
"1025","Y2010","BCPC",17.7061947089947,"Basic Industries","Major Chemicals",3,1,4,8,1.27014331,17.7061947089947
"1026","Y2010","BECN",23.198253957672,"Consumer Services","RETAIL: Building Materials",2,0,3,5,0.1168751,23.198253957672
"1027","Y2010","BELFA",0,"Capital Goods","Electrical Products",3,0,3,6,0.29578188,-18.7035897266314
"1028","Y2010","BELFB",0,"Capital Goods","Electrical Products",3,0,3,6,0.11214518,-20.2733025518078
"1029","Y2010","BIIB",14.3040246474901,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,2,4,7,0.25327108,14.3040246474901
"1030","Y2010","BIOL",0,"Health Care","Medical/Dental Instruments",3,0,2,5,-0.08376559,-14.1417087301587
"1031","Y2010","BJRI",31.5002112681878,"Consumer Services","Restaurants",3,1,3,7,0.88157196,31.5002112681878
"1032","Y2010","BKEP",NA,"Energy","Natural Gas Distribution",0,0,2,2,0.019736842,NA
"1033","Y2010","BLDP",0,"Energy","Industrial Machinery/Components",2,0,0,2,-0.20634921,-45.6359126984127
"1034","Y2010","BLDR",0,"Consumer Services","RETAIL: Building Materials",1,0,2,3,-0.486979167,-2.32632610006028
"1035","Y2010","BLKB",32.3901966714049,"Technology","Computer Software: Prepackaged Software",3,0,3,6,0.09606437,32.3901966714049
"1036","Y2010","BLNK",0,"Consumer Durables","Electrical Products",3,1,4,8,-0.42222222,-9.26501035196687
"1037","Y2010","BMRA",0,"Health Care","Medical/Dental Instruments",2,1,4,7,0.02439024,-8.45873015873016
"1038","Y2010","BMRN",0,"Health Care","Major Pharmaceuticals",2,0,1,3,0.43168535,Inf
"1039","Y2010","BNSO",0,"Capital Goods","Industrial Machinery/Components",3,1,3,7,0.42268041,-9.20360195360195
"1040","Y2010","BOOM",22.9989031746032,"Capital Goods","Industrial Specialties",3,0,3,6,0.12568584,22.9989031746032
"1041","Y2010","BOSC",0,"Technology","Computer Communications Equipment",1,0,3,4,-0.76428571,-0.603684807256236
"1042","Y2010","BRID",27.5560529675638,"Consumer Non-Durables","Specialty Foods",3,1,4,8,0.27232143,27.5560529675638
"1043","Y2010","BRKR",16.5928200194363,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",3,1,3,7,0.376451078,16.5928200194363
"1044","Y2010","BRKS",7.12651976873186,"Technology","Industrial Machinery/Components",1,2,3,6,0.05710956,7.12651976873186
"1045","Y2010","BSET",0,"Consumer Durables","Home Furnishings",2,2,3,7,0.20689655,-20.4535788748833
"1046","Y2010","BSPM",13.854166468254,"Health Care","Major Pharmaceuticals",3,1,2,6,-0.3662921,13.854166468254
"1047","Y2010","BSTC",0,"Health Care","Major Pharmaceuticals",2,1,2,5,-0.12776831,-75.6816715277778
"1048","Y2010","BUR",0,"Consumer Non-Durables","Packaged Foods",2,2,1,5,0.03488372,-29.8411943967105
"1049","Y2010","BVSN",15.9218954388422,"Technology","Computer Software: Prepackaged Software",3,2,3,8,-0.078171091,15.9218954388422
"1050","Y2010","CA",11.710307547781,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.08815682,11.710307547781
"1051","Y2010","CADC",5.48799477513227,"Basic Industries","Engineering & Construction",3,1,3,7,-0.06024093,5.48799477513227
"1052","Y2010","CAKE",20.3447266599598,"Consumer Services","Restaurants",2,1,3,6,0.420101899,20.3447266599598
"1053","Y2010","CALI",15.1594780173976,"Consumer Services","Motor Vehicles",1,1,1,3,-0.39800003,15.1594780173976
"1054","Y2010","CALM",9.44039227587749,"Consumer Non-Durables","Farming/Seeds/Milling",3,0,3,6,-0.073356862,9.44039227587749
"1055","Y2010","CAPR",0,"Health Care","Major Pharmaceuticals",2,2,1,5,-0.4876033,-3.6610343061956
"1056","Y2010","CASM",0,"Health Care","Medical/Dental Instruments",2,2,2,6,0.50943396,-3.35925925925926
"1057","Y2010","CASS",16.518553980464,"Miscellaneous","Business Services",3,1,3,7,0.248026327,16.518553980464
"1058","Y2010","CASY",14.8597871733555,"Consumer Durables","Automotive Aftermarket",3,1,4,8,0.332184206,14.8597871733555
"1059","Y2010","CATS",0,"Health Care","Hospital/Nursing Management",3,0,1,4,-0.75,-2.38690476190476
"1060","Y2010","CAVM",0,"Technology","Semiconductors",2,0,3,5,0.58120017,-31.3537088522589
"1061","Y2010","CBAK",0,"Miscellaneous","Industrial Machinery/Components",1,1,2,4,-0.3057554,-10.3509523873016
"1062","Y2010","CBLI",0,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",2,2,1,5,1.18126889,-4.20301005516841
"1063","Y2010","CBMG",0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",3,2,2,7,1.5,-1.98809523809524
"1064","Y2010","CBRL",10.8567302628694,"Consumer Services","Restaurants",2,2,4,8,0.441695107,10.8567302628694
"1065","Y2010","CCCL",0.0587284460099723,"Capital Goods","Building Materials",2,2,4,8,-0.056626549,0.0587284460099723
"1066","Y2010","CCIH",NA,"Technology","EDP Services",3,1,3,7,-0.22962967,NA
"1067","Y2010","CCMP",11.7041750950145,"Technology","Semiconductors",2,2,4,8,0.25758502,11.7041750950145
"1068","Y2010","CCOI",0,"Consumer Services","Telecommunications Equipment",1,1,2,4,0.43407708,-18.2577122507123
"1069","Y2010","CCRN",37.3679653679654,"Technology","Professional Services",3,2,4,9,-0.14530777,37.3679653679654
"1070","Y2010","CCUR",0,"Technology","Computer Manufacturing",2,1,3,6,0.27777778,-26.6503699074074
"1071","Y2010","CDMO",0,"Health Care","Major Pharmaceuticals",2,2,1,5,-0.2229729,-8.14166664399093
"1072","Y2010","CDNS",14.5227347883598,"Technology","Computer Software: Prepackaged Software",1,2,4,7,0.37896494,14.5227347883598
"1073","Y2010","CDTI",0,"Capital Goods","Pollution Control Equipment",2,2,2,6,-0.8169367,-0.723316912972085
"1074","Y2010","CDXS",NA,"Basic Industries","Major Chemicals",2,2,2,6,-0.18461538,NA
"1075","Y2010","CDZI",0,"Public Utilities","Water Supply",1,1,1,3,0.03926483,-8.81166596432083
"1076","Y2010","CECE",0,"Capital Goods","Pollution Control Equipment",2,0,2,4,0.508860759,-2.80837136867326
"1077","Y2010","CECO",12.2587708424908,"Consumer Services","Other Consumer Services",2,2,4,8,-0.11068207,12.2587708424908
"1078","Y2010","CELG",30.6020137284701,"Health Care","Major Pharmaceuticals",1,1,3,5,0.062140805,30.6020137284701
"1079","Y2010","CENT",14.440306122449,"Consumer Durables","Consumer Specialties",2,2,3,7,-0.08037383,14.440306122449
"1080","Y2010","CENTA",13.9177437641723,"Consumer Durables","Consumer Specialties",2,2,3,7,-0.006036217,13.9177437641723
"1081","Y2010","CENX",0,"Basic Industries","Aluminum",1,0,3,4,-0.040765964,-2.77125123408338
"1082","Y2010","CERN",30.2795893489763,"Technology","EDP Services",2,0,4,6,0.14919931,30.2795893489763
"1083","Y2010","CERS",0,"Health Care","Medical/Dental Instruments",1,1,1,3,0.2361809,-2.06165171382563
"1084","Y2010","CETV",3.22822171671216,"Consumer Services","Broadcasting",2,0,2,4,-0.13807712,3.22822171671216
"1085","Y2010","CEVA",21.3120402632598,"Technology","Semiconductors",3,2,2,7,0.5940902,21.3120402632598
"1086","Y2010","CHDN",26.5581495802178,"Consumer Services","Services-Misc. Amusement & Recreation",1,0,3,4,0.16198137,26.5581495802178
"1087","Y2010","CHKE",10.7509522255522,"Consumer Non-Durables","Apparel",2,2,4,8,0.055555499,10.7509522255522
"1088","Y2010","CHKP",15.4480820176682,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.3654072206,15.4480820176682
"1089","Y2010","CHNR",0.666779995007681,"Basic Industries","Precious Metals",1,0,1,2,0.47542373,0.666779995007681
"1090","Y2010","CHRW",20.2902770884567,"Transportation","Oil Refining/Marketing",2,1,3,6,0.36540102,20.2902770884567
"1091","Y2010","CHTR",0,"Consumer Services","Television Services",2,0,3,5,0.1125714,-14.9483968644901
"1092","Y2010","CLAR",0,"Consumer Non-Durables","Recreational Products/Toys",2,2,1,5,0.86117647,-14.4459496442255
"1093","Y2010","CLMT",4.47052418725066,"Energy","Integrated oil Companies",1,0,4,5,0.16202941,4.47052418725066
"1094","Y2010","CLNE",0,"Public Utilities","Natural Gas Distribution",2,2,2,6,-0.1018818949,-16.2224206349206
"1095","Y2010","CLUB",0,"Consumer Services","Hotels/Resorts",3,1,2,6,0.7424893,-8.17676288888889
"1096","Y2010","CLWT",0,"Consumer Durables","Diversified Electronic Products",3,1,4,8,-0.41784038,371.009920436508
"1097","Y2010","CMCO",0,"Capital Goods","Construction/Ag Equipment/Trucks",1,0,3,4,0.486466715,-42.1911226083226
"1098","Y2010","CMCSA",11.9634991575092,"Consumer Services","Television Services",2,2,3,7,0.303084223,11.9634991575092
"1099","Y2010","CMTL",11.306707651874,"Technology","Radio And Television Broadcasting And Communications Equipment",1,0,3,4,-0.2077625797,11.306707651874
"1100","Y2010","CNET",0,"Technology","Computer Software: Programming, Data Processing",3,1,0,4,-0.16111111,-28.683532284319
"1101","Y2010","CNMD",37.0224420634921,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",3,0,3,6,0.1592105772,37.0224420634921
"1102","Y2010","CNSL",7.58309740173847,"Public Utilities","Telecommunications Equipment",2,1,4,7,0.1041189359,7.58309740173847
"1103","Y2010","CNTY",5.14147688060732,"Consumer Services","Hotels/Resorts",2,0,3,5,-0.0929368,5.14147688060732
"1104","Y2010","CNXN",0,"Consumer Services","Catalog/Specialty Distribution",2,1,2,5,0.312592593,-90.94953
"1105","Y2010","COGT",0,"Consumer Services","Advertising",2,1,1,4,-0.574555392,-1.74520055823681
"1106","Y2010","COHR",24.3272110949142,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",1,2,4,7,0.51833162,24.3272110949142
"1107","Y2010","COHU",0,"Capital Goods","Electrical Products",2,0,2,4,0.18853047,-7.42783589285714
"1108","Y2010","COKE",10.8367412841844,"Consumer Non-Durables","Beverages (Production/Distribution)",2,1,4,7,0.02887823,10.8367412841844
"1109","Y2010","COLM",14.0709646582443,"Consumer Non-Durables","Apparel",3,0,3,6,0.54456967,14.0709646582443
"1110","Y2010","CONN",33.9035947712418,"Consumer Services","Consumer Electronics/Video Chains",2,2,2,6,-0.19863014,33.9035947712418
"1111","Y2010","CORT",0,"Health Care","Major Pharmaceuticals",2,2,2,6,0.38848921,-3.48057644110276
"1112","Y2010","COST",16.5340581634594,"Consumer Services","Department/Specialty Retail Stores",2,2,4,8,0.220381975,16.5340581634594
"1113","Y2010","CPHC",0,"Consumer Services","Services-Misc. Amusement & Recreation",3,0,2,5,0.60719225,292.673024801587
"1114","Y2010","CPIX",87.4547058823529,"Health Care","Major Pharmaceuticals",2,1,3,6,-0.55923473,87.4547058823529
"1115","Y2010","CPLA",21.807453112945,"Consumer Services","Other Consumer Services",3,2,4,9,-0.1158035,21.807453112945
"1116","Y2010","CPLP",2.73718540717736,"Transportation","Marine Transportation",2,0,3,5,0.05331882,2.73718540717736
"1117","Y2010","CPSH",26.875,"Capital Goods","Building Materials",2,0,2,4,0.60869565,26.875
"1118","Y2010","CPSI",18.7159241578166,"Technology","EDP Services",3,1,2,6,0.01715529,18.7159241578166
"1119","Y2010","CPST",0,"Energy","Industrial Machinery/Components",1,1,1,3,-0.25,-2.95541550303455
"1120","Y2010","CRAI",40.7969852703793,"Miscellaneous","Other Consumer Services",2,2,4,8,-0.11782364,40.7969852703793
"1121","Y2010","CRME",0,"Health Care","Major Pharmaceuticals",2,1,1,4,0.44269654,103.153770019841
"1122","Y2010","CRMT",10.9888818893784,"Consumer Durables","Automotive Aftermarket",2,1,3,6,0.02848462,10.9888818893784
"1123","Y2010","CRNT",70.4162698412698,"Technology","Radio And Television Broadcasting And Communications Equipment",2,1,3,6,0.1226576,70.4162698412698
"1124","Y2010","CRUS",22.619249401399,"Technology","Semiconductors",2,1,3,6,1.343108504,22.619249401399
"1125","Y2010","CRWS",5.87288308913309,"Basic Industries","Textiles",2,1,4,7,1.01171875,5.87288308913309
"1126","Y2010","CRZO",0,"Energy","Oil & Gas Production",0,1,2,3,0.30101856,-2.83535647647864
"1127","Y2010","CSCO",14.3094665861081,"Technology","Computer Communications Equipment",1,1,4,6,-0.154970796,14.3094665861081
"1128","Y2010","CSGP",38.4850136144884,"Miscellaneous","Business Services",2,0,3,5,0.378022528,38.4850136144884
"1129","Y2010","CSGS",10.8629745275888,"Technology","EDP Services",3,0,3,6,-0.007857465,10.8629745275888
"1130","Y2010","CSII",0,"Health Care","Medical/Dental Instruments",1,2,1,4,1.54030501,-3.52109053497942
"1131","Y2010","CSPI",11.4380076507937,"Technology","EDP Services",2,2,1,5,0.01092896,11.4380076507937
"1132","Y2010","CSX",10.9786052410347,"Transportation","Railroads",1,1,4,6,0.33243964,10.9786052410347
"1133","Y2010","CTAS",16.8301595068027,"Consumer Non-Durables","Apparel",2,1,3,6,0.07249708,16.8301595068027
"1134","Y2010","CTG",13.1456387218045,"Technology","EDP Services",3,1,2,6,0.35830212,13.1456387218045
"1135","Y2010","CTIB",5.52917520943563,"Basic Industries","Specialty Chemicals",3,0,3,6,1.63157895,5.52917520943563
"1136","Y2010","CTRN",20.3729836601307,"Consumer Services","Clothing/Shoe/Accessory Stores",3,1,3,7,-0.111151408,20.3729836601307
"1137","Y2010","CTSH",16.8680632022472,"Technology","EDP Services",1,0,3,4,0.61680999,16.8680632022472
"1138","Y2010","CTWS",14.0430323929572,"Public Utilities","Water Supply",0,2,4,6,0.125555067,14.0430323929572
"1139","Y2010","CTXS",29.0627785741466,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.644075899,29.0627785741466
"1140","Y2010","CUI",0,"Consumer Non-Durables","Electronic Components",2,1,2,5,1.94117647,-1.24896825396825
"1141","Y2010","CUR",0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,2,2,5,0.18435754,-0.339010989010989
"1142","Y2010","CUTR",0,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",3,0,2,5,-0.02585194,-5.96151092015754
"1143","Y2010","CVCO",0,"Basic Industries","Homebuilding",2,1,0,3,0.29983301,-69.3142550213675
"1144","Y2010","CVGW",13.8620191354411,"Consumer Non-Durables","Farming/Seeds/Milling",2,2,4,8,0.355882294,13.8620191354411
"1145","Y2010","CVLT",58.5479095915602,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.20759493,58.5479095915602
"1146","Y2010","CVV",88.3174603174603,"Technology","Industrial Machinery/Components",3,2,1,6,0.73493976,88.3174603174603
"1147","Y2010","CWCO",26.2791906462585,"Public Utilities","Water Supply",3,1,3,7,-0.35829251,26.2791906462585
"1148","Y2010","CWST",0,"Public Utilities","Environmental Services",1,1,2,4,0.76368159,-0.998538011695906
"1149","Y2010","CXDC",0,"Capital Goods","Containers/Packaging",3,0,0,3,-0.32209738,-14.5815586419753
"1150","Y2010","CY",0,"Technology","Semiconductors",3,1,2,6,0.7594697,-6.36964413237787
"1151","Y2010","CYCC",0,"Health Care","Major Pharmaceuticals",2,1,2,5,0.4134616,-0.814378585299368
"1152","Y2010","CYOU",9.2744868404291,"Technology","Computer Software: Prepackaged Software",2,1,3,6,-0.14152361,9.2744868404291
"1153","Y2010","CYRN",12.2329365079365,"Technology","Computer Software: Prepackaged Software",2,1,4,7,0.024793388,12.2329365079365
"1154","Y2010","CYRX",0,"Transportation","Oil Refining/Marketing",2,2,1,5,-0.9853659,-1.28195433418405
"1155","Y2010","CYTK",6.74622073097758,"Health Care","Major Pharmaceuticals",2,2,3,7,-0.2817869,6.74622073097758
"1156","Y2010","CYTX",0,"Health Care","Medical/Dental Instruments",1,2,1,4,-0.14918035,-5.61274885142994
"1157","Y2010","DAIO",0,"Capital Goods","Electrical Products",3,0,2,5,0.2869955,-35.7231040564374
"1158","Y2010","DAKT",0,"Consumer Durables","Miscellaneous manufacturing industries",3,0,2,5,0.72855592,-43.1439638422035
"1159","Y2010","DAVE",8.30587557603687,"Consumer Services","Restaurants",3,1,4,8,0.84297521,8.30587557603687
"1160","Y2010","DCAR",25.3270502968675,"Consumer Services","Telecommunications Equipment",2,0,3,5,-0.03533567,25.3270502968675
